INN,STATUS,DATE
7325138300,"ликвидированное","08.2018"
7325139400,"активное","23.09.2015"
7325140250,"ликвидированное","05.2019"
7325140740,"активное","23.11.2015"
7325141952,"активное","12.01.2016"
7325142184,"ликвидированное","08.2018"
7325144583,"активное","07.04.2016"
7325146703,"активное","04.07.2016"
7325146887,"активное","11.07.2016"
7325147538,"активное","04.08.2016"
7325149052,"ликвидированное","11.2019"
7325150185,"активное","14.11.2016"
7325150643,"ликвидированное","01.2020"
7325154704,"ликвидированное","01.2020"
7325155546,"активное","24.07.2017"
7325156444,"ликвидированное","02.2020"
7325156980,"активное","12.10.2017"
7325158530,"активное","14.02.2018"
7325161324,"активное","26.07.2018"
7325161740,"активное","21.08.2018"
7325161941,"активное","06.09.2018"
7326018327,"ликвидированное","12.2017"
7326021601,"активное","22.04.2004"
7326023969,"активное","05.07.2005"
7326031600,"активное","07.04.2008"
7326032265,"активное","10.07.2008"
7326038796,"активное","04.05.2011"
7326038845,"ликвидированное","04.2016"
7326039831,"ликвидированное","05.2019"
7326040379,"активное","07.12.2011"
7326040523,"ликвидированное","08.2019"
7326041541,"ликвидированное","09.2017"
7326042697,"ликвидированное","03.2018"
7326044670,"ликвидированное","03.2017"
7326046081,"ликвидированное","07.2019"
7326047328,"ликвидированное","04.2018"
7326047399,"ликвидированное","09.2019"
7326048353,"активное","27.01.2015"
7326048794,"ликвидированное","06.2019"
7326049276,"активное","14.04.2015"
7326049318,"активное","21.04.2015"
7326049371,"активное","30.04.2015"
7326052293,"активное","02.03.2016"
7326052462,"ликвидированное","05.2019"
7326052800,"активное","21.04.2016"
7326053120,"активное","08.06.2016"
7326054124,"ликвидированное","07.2019"
7326055671,"активное","05.06.2017"
7326056964,"активное","13.02.2018"
7326057164,"активное","20.03.2018"
7327002753,"активное","29.01.2015"
7327008804,"активное","02.04.2015"
7327011902,"активное","26.05.2015"
7327047810,"активное","09.10.2015"
7327058160,"активное","09.03.2011"
7327060755,"ликвидированное","11.2014"
7327063097,"ликвидированное","10.2014"
7327063876,"активное","28.05.2012"
7327065418,"ликвидированное","04.2015"
7327067091,"активное","22.02.2013"
7327069003,"ликвидированное","03.2018"
7327069162,"ликвидированное","10.2018"
7327069490,"ликвидированное","12.2017"
7327070841,"активное","20.01.2014"
7327071027,"ликвидированное","11.2017"
7327072285,"ликвидированное","06.2017"
7327074998,"ликвидированное","09.2019"
7327076385,"в стадии ликвидации","01.2016"
7327077879,"активное","11.04.2016"
7327079330,"активное","03.08.2016"
7327084347,"активное","31.08.2017"
7327085679,"активное","22.01.2018"
7327086584,"активное","27.03.2018"
7327087348,"активное","24.05.2018"
7327088013,"активное","13.07.2018"
7328039227,"активное","25.11.2002"
7328058251,"в стадии ликвидации","02.2010"
7328061247,"активное","11.10.2010"
7328063822,"активное","05.05.2011"
7328064706,"ликвидированное","12.2013"
7328068644,"ликвидированное","11.2018"
7328069126,"ликвидированное","03.2019"
7328073193,"активное","30.04.2013"
7328074616,"ликвидированное","03.2019"
7328075627,"ликвидированное","01.2017"
7328078410,"активное","17.04.2014"
7328079702,"ликвидированное","02.2019"
7328080923,"ликвидированное","10.2017"
7328080987,"активное","06.11.2014"
7328083089,"ликвидированное","12.2017"
7328084798,"ликвидированное","01.2019"
7328085657,"активное","06.10.2015"
7328085713,"ликвидированное","12.2018"
7328086837,"ликвидированное","03.2019"
7328091570,"активное","16.11.2016"
7328091763,"активное","07.12.2016"
7328092823,"активное","03.03.2017"
7328095077,"активное","28.08.2017"
7328096440,"активное","12.12.2017"
7328096521,"активное","19.12.2017"
7328099610,"активное","03.09.2018"
7328508221,"активное","23.11.2006"
7329001748,"ликвидированное","06.2019"
7329005990,"активное","10.01.2012"
7329010661,"ликвидированное","07.2017"
7329010943,"ликвидированное","04.2015"
7329012193,"ликвидированное","12.2016"
7329016335,"активное","06.11.2014"
7329017466,"активное","11.02.2015"
7329018974,"ликвидированное","03.2019"
7329019255,"активное","13.08.2015"
7329019784,"ликвидированное","03.2018"
7329020483,"ликвидированное","09.2019"
7329021688,"активное","23.05.2016"
7329024914,"ликвидированное","06.2019"
7329026460,"активное","27.12.2017"
7329028108,"активное","02.07.2018"
7404003715,"активное","04.12.2002"
7404040548,"ликвидированное","04.2018"
7404052649,"активное","10.03.2009"
7404055880,"ликвидированное","08.2019"
7404056114,"активное","11.10.2010"
7404059235,"в стадии ликвидации","05.2012"
7404060368,"активное","27.11.2012"
7404061788,"активное","19.06.2013"
7404063249,"активное","28.01.2014"
7404065800,"активное","10.06.2015"
7404066144,"активное","18.08.2015"
7404066585,"ликвидированное","12.2019"
7404066909,"активное","21.01.2016"
7404069868,"активное","14.09.2017"
7411023247,"активное","14.06.2012"
7411070800,"ликвидированное","04.2019"
7411085701,"ликвидированное","03.2017"
7412009132,"активное","21.10.2005"
7412013996,"активное","28.01.2010"
7412015129,"активное","10.03.2011"
7413011180,"ликвидированное","08.2015"
7413013220,"активное","14.01.2008"
7413015650,"ликвидированное","08.2015"
7413019743,"активное","10.07.2014"
7413020121,"активное","16.09.2014"
7413021421,"активное","26.05.2015"
7413022792,"активное","20.04.2016"
7413023242,"активное","02.08.2016"
7415017269,"активное","17.12.2002"
7415041494,"активное","24.03.2004"
7415042628,"активное","12.07.2004"
7415063191,"ликвидированное","08.2018"
7415073778,"ликвидированное","01.2020"
7415078110,"ликвидированное","04.2018"
7415081754,"активное","31.07.2013"
7415086520,"ликвидированное","08.2019"
7415086985,"ликвидированное","08.2018"
7415087114,"активное","22.09.2014"
7415089383,"ликвидированное","02.2020"
7415091181,"активное","10.07.2015"
7415092146,"активное","16.10.2015"
7415092812,"активное","15.12.2015"
7415096180,"активное","23.11.2016"
7415097264,"активное","29.03.2017"
7415097987,"активное","19.06.2017"
7417021091,"ликвидированное","01.2020"
7418011956,"активное","04.09.2002"
7418017370,"активное","03.09.2008"
7420006600,"ликвидированное","09.2019"
7420008573,"активное","09.12.2004"
7420015813,"активное","13.02.2012"
7422029931,"активное","23.12.2002"
7422040614,"активное","06.08.2007"
7422042080,"активное","25.03.2008"
7422046038,"активное","15.07.2010"
7423010080,"активное","19.09.2002"
7423012049,"активное","05.11.2002"
7424007517,"активное","21.07.2016"
7424008278,"активное","27.02.2017"
7425747546,"ликвидированное","11.2018"
7430008614,"активное","14.04.2005"
7430011720,"активное","12.09.2008"
7430013389,"активное","09.03.2011"
7430015435,"активное","13.03.2013"
7430017305,"активное","03.09.2013"
7430018147,"активное","13.11.2013"
7430019983,"активное","22.05.2014"
7430022217,"активное","23.01.2015"
7430022224,"активное","27.01.2015"
7430022471,"активное","20.02.2015"
7430022721,"активное","24.03.2015"
7430023098,"активное","05.05.2015"
7430024119,"активное","08.09.2015"
7430024694,"активное","11.11.2015"
7430026518,"активное","02.09.2016"
7430027141,"активное","01.12.2016"
7430027430,"активное","16.01.2017"
7430027945,"активное","05.04.2017"
7430030218,"активное","19.04.2018"
7432010986,"активное","26.08.2002"
7436004310,"ликвидированное","12.2019"
7438022459,"активное","29.03.2007"
7438029616,"ликвидированное","10.2018"
7438029983,"активное","22.09.2011"
7443008114,"активное","01.04.2009"
7443008178,"активное","15.05.2009"
7444000982,"активное","28.12.2002"
7444017707,error,error
7444039570,"активное","01.08.2003"
7444040270,"активное","21.11.2003"
7444043591,"ликвидированное","12.2019"
7444044186,"активное","05.04.2005"
7444044651,"активное","31.05.2005"
7444047243,"активное","08.02.2006"
7444049642,"активное","14.08.2006"
7444058774,"ликвидированное","01.2020"
7444060237,"активное","23.01.2009"
7445008906,"активное","09.09.2002"
7445017788,"активное","16.10.2002"
7445019577,"активное","30.11.2002"
7445027264,"активное","28.10.2005"
7445028236,"активное","12.01.2006"
7445031824,"активное","01.11.2006"
7445033130,"активное","05.02.2007"
7445035280,"активное","23.07.2007"
7445046612,"активное","24.03.2010"
7445047077,"ликвидированное","12.2014"
7445047398,"ликвидированное","08.2017"
7446037586,"активное","05.12.2002"
7446041938,"активное","05.02.2004"
7446058321,"активное","26.11.2009"
7447028947,"активное","15.02.2007"
7447070586,"активное","01.03.2004"
7447087396,"активное","21.10.2005"
7447098920,"активное","20.07.2006"
7447108800,"активное","28.02.2007"
7447116417,"ликвидированное","01.2020"
7447116720,"активное","23.07.2007"
7447118968,"активное","12.09.2007"
7447123990,error,error
7447137470,"активное","31.07.2008"
7447140480,"активное","17.09.2008"
7447140850,"ликвидированное","04.2017"
7447144654,"активное","25.11.2008"
7447152292,"активное","13.04.2009"
7447158463,"активное","01.09.2009"
7447159530,"ликвидированное","05.2019"
7447164795,"ликвидированное","01.2014"
7447167323,"активное","17.02.2010"
7447172563,"ликвидированное","03.2018"
7447174112,"активное","09.07.2010"
7447176663,"активное","06.09.2010"
7447180109,"ликвидированное","01.2018"
7447182843,"ликвидированное","07.2013"
7447185139,"ликвидированное","07.2015"
7447188274,"активное","24.03.2011"
7447195592,"ликвидированное","12.2018"
7447199445,"ликвидированное","07.2019"
7447204543,"ликвидированное","02.2019"
7447204896,"ликвидированное","01.2020"
7447206893,"активное","14.03.2012"
7447211910,"активное","16.07.2012"
7447215810,"активное","23.10.2012"
7447216669,"ликвидированное","01.2017"
7447216740,"ликвидированное","09.2016"
7447217687,"ликвидированное","12.2019"
7447218306,"ликвидированное","03.2014"
7447219490,"ликвидированное","12.2018"
7447223112,"ликвидированное","09.2017"
7447223514,"активное","01.04.2013"
7447224860,"активное","18.04.2013"
7447226339,"ликвидированное","12.2018"
7447228304,"ликвидированное","11.2016"
7447228880,"активное","19.07.2013"
7447230350,"активное","30.08.2013"
7447231586,"активное","03.10.2013"
7447234812,"активное","27.12.2013"
7447238729,"активное","15.04.2014"
7447239514,"активное","30.04.2014"
7447241714,"ликвидированное","07.2019"
7447245275,"активное","31.10.2014"
7447245532,"активное","13.11.2014"
7447245540,"ликвидированное","10.2019"
7447247032,"активное","30.12.2014"
7447247829,"ликвидированное","03.2019"
7447248100,"активное","11.02.2015"
7447248942,"активное","10.03.2015"
7447249135,"активное","16.03.2015"
7447252473,"активное","25.06.2015"
7447255964,"активное","27.10.2015"
7447256319,"активное","09.11.2015"
7447256693,"активное","24.11.2015"
7447258210,"ликвидированное","06.2019"
7447258933,"активное","15.02.2016"
7447259165,"ликвидированное","08.2018"
7447260072,"ликвидированное","06.2019"
7447260682,"ликвидированное","05.2019"
7447260805,"активное","08.04.2016"
7447260989,"ликвидированное","12.2019"
7447262898,"активное","20.06.2016"
7447266243,"активное","07.10.2016"
7447267286,"активное","10.11.2016"
7447268120,"активное","08.12.2016"
7447268339,"активное","15.12.2016"
7447269004,"активное","13.01.2017"
7447269420,"активное","25.01.2017"
7447269477,"ликвидированное","09.2019"
7447270715,"ликвидированное","02.2020"
7447272960,"активное","26.05.2017"
7447273064,"активное","30.05.2017"
7447273829,"активное","23.06.2017"
7447273868,"в стадии ликвидации","06.2017"
7447274244,"активное","10.07.2017"
7447276058,"активное","31.08.2017"
7447276788,"активное","21.09.2017"
7447277982,"активное","23.10.2017"
7447278859,"активное","14.11.2017"
7447279669,"активное","05.12.2017"
7447283030,"активное","07.05.2018"
7447283270,"активное","22.05.2018"
7448045198,"ликвидированное","12.2018"
7448046385,"активное","13.08.2014"
7448047276,"активное","27.08.2014"
7448048470,"ликвидированное","04.2018"
7448058158,"активное","16.10.2003"
7448072988,"активное","29.11.2005"
7448085017,"активное","26.12.2006"
7448094290,"активное","14.08.2007"
7448094815,"активное","28.08.2007"
7448117283,"активное","25.02.2009"
7448117325,"активное","26.02.2009"
7448120825,"активное","28.07.2009"
7448121787,"активное","02.09.2009"
7448122477,"активное","30.09.2009"
7448126915,"ликвидированное","02.2014"
7448128623,"активное","26.05.2010"
7448131880,"активное","27.10.2010"
7448134835,"активное","16.02.2011"
7448140620,"ликвидированное","09.2019"
7448141487,"активное","12.10.2011"
7448142593,"активное","25.11.2011"
7448152048,"ликвидированное","11.2018"
7448152270,"активное","19.10.2012"
7448152320,"активное","23.10.2012"
7448154905,"активное","28.01.2013"
7448156860,"активное","13.03.2013"
7448157007,"активное","15.03.2013"
7448158025,"ликвидированное","05.2019"
7448158473,"активное","23.04.2013"
7448158593,"активное","26.04.2013"
7448159646,"активное","04.06.2013"
7448159734,"активное","06.06.2013"
7448162053,"активное","30.08.2013"
7448162582,"ликвидированное","04.2017"
7448164445,"ликвидированное","03.2017"
7448164519,"активное","07.11.2013"
7448165343,"активное","03.12.2013"
7448165897,"активное","18.12.2013"
7448167196,"ликвидированное","12.2018"
7448168545,"активное","03.03.2014"
7448168633,"активное","04.03.2014"
7448169309,"активное","21.03.2014"
7448169732,"активное","31.03.2014"
7448170512,"ликвидированное","12.2018"
7448171442,"активное","16.05.2014"
7448172277,"активное","09.06.2014"
7448173746,"ликвидированное","07.2019"
7448174556,"активное","13.01.2015"
7448176377,"ликвидированное","12.2019"
7448177684,"активное","16.03.2015"
7448177892,"активное","19.03.2015"
7448177941,"активное","20.03.2015"
7448180454,"активное","29.05.2015"
7448181715,"ликвидированное","02.2018"
7448184988,"ликвидированное","02.2018"
7448185318,"активное","03.11.2015"
7448187146,"активное","21.12.2015"
7448189016,"активное","11.02.2016"
7448189834,"ликвидированное","10.2018"
7448190533,"активное","23.03.2016"
7448191008,"активное","01.04.2016"
7448191336,"активное","08.04.2016"
7448192690,"активное","20.05.2016"
7448192932,"ликвидированное","07.2019"
7448193245,"активное","10.06.2016"
7448193277,"активное","10.06.2016"
7448193492,"активное","20.06.2016"
7448194111,"в стадии ликвидации","07.2016"
7448194400,"активное","18.07.2016"
7448195250,"активное","19.08.2016"
7448195620,"активное","31.08.2016"
7448195806,"ликвидированное","04.2019"
7448197472,"активное","25.10.2016"
7448197881,"активное","14.11.2016"
7448198814,"активное","07.12.2016"
7448200051,"активное","01.02.2017"
7448200598,"активное","14.02.2017"
7448202186,"ликвидированное","11.2019"
7448203969,"активное","13.06.2017"
7448207699,"активное","27.10.2017"
7448207836,"активное","02.11.2017"
7448208290,"активное","21.11.2017"
7448209343,"активное","25.12.2017"
7448211550,"активное","20.04.2018"
7448213050,"активное","31.07.2018"
7449052078,"ликвидированное","11.2016"
7449055248,"ликвидированное","04.2015"
7449059612,"активное","20.02.2015"
7449059997,"активное","12.03.2015"
7449065408,"активное","05.03.2007"
7449081350,"активное","15.08.2008"
7449085281,"ликвидированное","07.2017"
7449085570,"ликвидированное","06.2017"
7449095201,"активное","27.02.2010"
7449099541,"активное","30.09.2010"
7449103710,"активное","20.05.2011"
7449103935,"активное","01.06.2011"
7449108482,"ликвидированное","12.2017"
7449109077,"активное","25.06.2012"
7449109983,"ликвидированное","04.2019"
7449110234,"ликвидированное","05.2016"
7449111975,"ликвидированное","11.2018"
7449112009,"ликвидированное","08.2018"
7449114278,"активное","22.07.2013"
7449118441,"активное","24.03.2014"
7449119068,"ликвидированное","06.2019"
7449119149,"активное","29.04.2014"
7449121194,"активное","04.09.2014"
7449121243,"ликвидированное","11.2018"
7449122247,"активное","28.10.2014"
7449122960,"активное","03.12.2014"
7449129669,"активное","29.04.2016"
7449129771,"ликвидированное","01.2020"
7449130696,"активное","27.07.2016"
7449131241,"ликвидированное","08.2019"
7449132767,"активное","11.01.2017"
7449133087,"активное","02.03.2017"
7449133601,"в стадии ликвидации","04.2017"
7449135461,"активное","01.12.2017"
7449136401,"активное","27.04.2018"
7449136680,"активное","05.06.2018"
7449136761,"активное","14.06.2018"
7450028954,"активное","23.10.2002"
7450056408,"активное","06.03.2008"
7450061648,"ликвидированное","11.2019"
7450065882,"ликвидированное","09.2019"
7450066741,"активное","09.02.2010"
7450076884,"ликвидированное","01.2017"
7451046917,"активное","18.11.2002"
7451062411,"ликвидированное","07.2017"
7451073325,error,error
7451077785,"активное","28.11.2002"
7451191551,"активное","12.02.2003"
7451191689,"активное","14.02.2003"
7451197539,"активное","01.09.2003"
7451207307,"активное","07.07.2004"
7451211230,"ликвидированное","08.2016"
7451227790,"активное","21.02.2006"
7451231500,"активное","18.05.2006"
7451235600,"активное","21.08.2006"
7451257266,"активное","07.11.2007"
7451267105,"ликвидированное","07.2016"
7451272070,"ликвидированное","06.2018"
7451277216,"активное","25.12.2008"
7451277689,"активное","14.01.2009"
7451280385,"ликвидированное","11.2016"
7451284936,"активное","01.06.2009"
7451285496,"ликвидированное","09.2019"
7451287542,"активное","27.08.2009"
7451289589,"активное","20.10.2009"
7451295536,"ликвидированное","06.2019"
7451296321,"ликвидированное","05.2019"
7451308175,"ликвидированное","09.2016"
7451310801,"активное","23.11.2010"
7451311700,"ликвидированное","12.2017"
7451318857,"ликвидированное","06.2018"
7451325283,"активное","03.08.2011"
7451326858,"активное","07.09.2011"
7451328990,"активное","24.10.2011"
7451330808,"ликвидированное","09.2017"
7451331424,"ликвидированное","07.2019"
7451331720,"ликвидированное","11.2018"
7451332770,"ликвидированное","08.2018"
7451332851,"ликвидированное","09.2017"
7451335130,"активное","24.02.2012"
7451338606,"ликвидированное","01.2019"
7451341729,"ликвидированное","06.2016"
7451344600,"активное","11.10.2012"
7451347150,"активное","20.12.2012"
7451347720,"ликвидированное","04.2018"
7451349679,"активное","21.02.2013"
7451354848,"ликвидированное","07.2019"
7451356500,"ликвидированное","12.2018"
7451357084,"ликвидированное","06.2019"
7451359557,"активное","07.10.2013"
7451359677,"ликвидированное","04.2018"
7451362091,"ликвидированное","04.2016"
7451362119,"ликвидированное","12.2019"
7451362172,"активное","18.11.2013"
7451369019,"ликвидированное","12.2018"
7451373022,"активное","30.05.2014"
7451373223,"активное","02.06.2014"
7451378380,"активное","10.09.2014"
7451378630,"ликвидированное","03.2018"
7451379930,"активное","09.10.2014"
7451381111,"активное","31.10.2014"
7451381425,"активное","11.11.2014"
7451381591,"ликвидированное","12.2018"
7451386470,"активное","19.02.2015"
7451387071,"активное","04.03.2015"
7451388734,"активное","02.04.2015"
7451389174,"активное","10.04.2015"
7451391110,"активное","21.05.2015"
7451391303,"ликвидированное","11.2019"
7451391423,"активное","28.05.2015"
7451391494,"ликвидированное","11.2019"
7451391991,"активное","05.06.2015"
7451392681,"ликвидированное","06.2019"
7451393484,"ликвидированное","04.2018"
7451394880,"ликвидированное","08.2018"
7451394921,"ликвидированное","06.2019"
7451395989,"активное","02.09.2015"
7451396460,"ликвидированное","12.2018"
7451396622,"ликвидированное","09.2019"
7451400117,"ликвидированное","11.2018"
7451401343,"ликвидированное","12.2019"
7451403598,"ликвидированное","05.2019"
7451404168,"активное","16.02.2016"
7451406550,"активное","08.04.2016"
7451410700,"активное","26.07.2016"
7451411574,"активное","18.08.2016"
7451414423,"активное","28.10.2016"
7451417880,"активное","27.01.2017"
7451418280,"активное","06.02.2017"
7451418731,"активное","13.02.2017"
7451420709,"активное","28.03.2017"
7451421861,"активное","20.04.2017"
7451423379,"ликвидированное","05.2019"
7451423523,"активное","01.06.2017"
7451424622,"активное","05.07.2017"
7451424862,"активное","11.07.2017"
7451426612,"активное","29.08.2017"
7451426683,"активное","30.08.2017"
7451427415,"активное","19.09.2017"
7451427775,"активное","25.09.2017"
7451429148,"активное","27.10.2017"
7451429540,"ликвидированное","12.2019"
7451431193,"активное","20.12.2017"
7451432366,"активное","12.02.2018"
7451433031,"активное","19.03.2018"
7451435984,"активное","24.08.2018"
7451438209,"активное","13.12.2018"
7451438368,"активное","18.12.2018"
7452015196,"активное","26.11.2002"
7452035308,"активное","05.06.2003"
7452051564,"ликвидированное","12.2018"
7452054614,"ликвидированное","06.2019"
7452060424,"активное","17.03.2008"
7452071352,"ликвидированное","01.2018"
7452072370,"активное","24.08.2009"
7452073046,"активное","08.10.2009"
7452075237,"активное","09.03.2010"
7452076199,"ликвидированное","11.2015"
7452076706,"ликвидированное","09.2019"
7452079305,"активное","02.11.2010"
7452090242,"активное","21.12.2010"
7452099132,"активное","22.12.2011"
7452099654,"ликвидированное","08.2018"
7452100236,"активное","14.02.2012"
7452103660,"активное","25.12.2012"
7452111284,"ликвидированное","09.2019"
7452112859,"активное","14.11.2013"
7452115169,"ликвидированное","06.2019"
7452116525,"активное","14.05.2014"
7452116733,"активное","28.05.2014"
7452119325,"ликвидированное","12.2018"
7452123378,"активное","21.04.2015"
7452124004,"ликвидированное","09.2019"
7452128023,"активное","13.11.2015"
7452128224,"ликвидированное","08.2018"
7452129637,"активное","26.01.2016"
7452130248,"активное","12.02.2016"
7452130939,"активное","03.03.2016"
7452132823,"активное","10.05.2016"
7452133457,"ликвидированное","04.2019"
7452133714,"активное","08.06.2016"
7452133908,"ликвидированное","12.2018"
7452134490,"активное","08.07.2016"
7452134771,"активное","15.07.2016"
7452136271,"активное","07.09.2016"
7452136592,"активное","20.09.2016"
7452136610,"активное","21.09.2016"
7452137853,"активное","21.11.2016"
7452138991,"активное","20.01.2017"
7452139138,"ликвидированное","09.2019"
7452140630,"активное","28.03.2017"
7452141218,"активное","27.04.2017"
7452141962,"ликвидированное","06.2019"
7452142772,"активное","20.07.2017"
7452144089,"активное","21.09.2017"
7452144716,"ликвидированное","09.2019"
7452146336,"активное","29.01.2018"
7452147467,"активное","29.05.2018"
7452148654,"активное","28.09.2018"
7453019323,error,error
7453031289,"активное","07.12.2002"
7453035357,"ликвидированное","12.2018"
7453035935,"активное","15.12.2002"
7453063989,"активное","28.10.2002"
7453067060,"ликвидированное","11.2018"
7453078008,"ликвидированное","07.2019"
7453097466,"активное","19.03.2003"
7453149058,"активное","12.08.2005"
7453177425,"активное","10.04.2007"
7453180442,"ликвидированное","01.2019"
7453186170,"ликвидированное","04.2017"
7453191300,"ликвидированное","04.2017"
7453199644,"активное","23.09.2008"
7453204206,"активное","26.02.2009"
7453204407,"ликвидированное","01.2017"
7453206588,"активное","19.05.2009"
7453207905,"ликвидированное","12.2018"
7453209620,"активное","18.09.2009"
7453211080,"активное","06.11.2009"
7453213987,"активное","04.02.2010"
7453214370,"активное","05.02.2010"
7453220342,"активное","03.08.2010"
7453225301,"ликвидированное","06.2015"
7453225855,"активное","24.12.2010"
7453226087,"ликвидированное","08.2014"
7453229761,"ликвидированное","07.2015"
7453230654,"активное","03.05.2011"
7453231506,"активное","27.05.2011"
7453237441,"ликвидированное","07.2017"
7453237963,"активное","19.12.2011"
7453239216,"ликвидированное","12.2018"
7453243004,"ликвидированное","09.2014"
7453247538,"ликвидированное","02.2020"
7453248764,"активное","08.11.2012"
7453249630,"активное","29.11.2012"
7453254006,"активное","02.04.2013"
7453255306,"активное","06.05.2013"
7453255916,"ликвидированное","08.2018"
7453258071,"ликвидированное","09.2019"
7453260546,"активное","14.10.2013"
7453260627,"ликвидированное","08.2018"
7453261162,"ликвидированное","11.2016"
7453262977,"активное","18.12.2013"
7453263307,"ликвидированное","06.2016"
7453264237,"активное","14.01.2014"
7453266940,"активное","01.04.2014"
7453269404,"ликвидированное","12.2018"
7453274450,"ликвидированное","12.2018"
7453275278,"активное","12.11.2014"
7453276458,"активное","09.12.2014"
7453276708,"ликвидированное","08.2018"
7453276850,"активное","11.12.2014"
7453279402,"активное","18.02.2015"
7453280140,"активное","05.03.2015"
7453280790,"в стадии ликвидации","03.2015"
7453280951,"активное","26.03.2015"
7453281514,"ликвидированное","06.2019"
7453281521,"активное","07.04.2015"
7453283053,"активное","20.05.2015"
7453284427,"активное","06.07.2015"
7453285621,"активное","13.08.2015"
7453286079,"активное","28.08.2015"
7453288862,"активное","17.11.2015"
7453289859,"активное","08.12.2015"
7453291209,"активное","22.01.2016"
7453291939,"активное","11.02.2016"
7453295700,"ликвидированное","02.2020"
7453296454,"ликвидированное","06.2019"
7453296493,"активное","10.06.2016"
7453298959,"в стадии ликвидации","08.2016"
7453299230,"активное","29.08.2016"
7453300710,"активное","06.10.2016"
7453303694,"активное","19.12.2016"
7453304458,"активное","18.01.2017"
7453306550,"активное","07.03.2017"
7453308100,"активное","07.04.2017"
7453310074,"активное","23.05.2017"
7453312579,"активное","14.07.2017"
7453313251,"активное","03.08.2017"
7453314618,"активное","06.09.2017"
7453315442,"активное","21.09.2017"
7453319101,"активное","07.02.2018"
7453320636,"активное","12.04.2018"
7453322464,"активное","06.07.2018"
7453322866,"активное","25.07.2018"
7453323852,"активное","26.09.2018"
7455000800,"ликвидированное","01.2017"
7455000864,"активное","09.09.2010"
7455005083,"активное","04.08.2011"
7455006746,"активное","27.01.2012"
7455007436,"активное","14.03.2012"
7455011432,"активное","31.01.2013"
7455015275,"активное","05.11.2013"
7455018149,"активное","03.07.2014"
7455018276,"активное","17.07.2014"
7455019625,"ликвидированное","12.2018"
7455021021,"активное","17.02.2015"
7455022240,"активное","08.06.2015"
7455022434,"активное","19.06.2015"
7455022900,"ликвидированное","11.2018"
7455024022,"активное","11.11.2015"
7455024350,"активное","08.12.2015"
7455026478,"активное","06.07.2016"
7455026647,"активное","01.08.2016"
7455028926,"активное","27.02.2017"
7455032150,"активное","27.02.2018"
7456000105,"активное","06.07.2010"
7456003402,"активное","18.02.2011"
7456006717,"активное","06.09.2011"
7456007566,"активное","31.10.2011"
7456007615,"активное","01.11.2011"
7456007742,"активное","10.11.2011"
7456009210,"активное","21.02.2012"
7456009700,"активное","27.03.2012"
7456011964,"активное","10.09.2012"
7456014669,"активное","19.02.2013"
7456017412,"активное","12.08.2013"
7456019177,"ликвидированное","09.2019"
7456020616,"активное","04.03.2014"
7456020983,"ликвидированное","12.2018"
7456021391,"активное","23.04.2014"
7456021401,"активное","23.04.2014"
7456022187,"активное","16.06.2014"
7456024561,"активное","21.11.2014"
7456025519,"активное","26.01.2015"
7456025734,"ликвидированное","04.2018"
7456027266,"активное","27.05.2015"
7456028679,"ликвидированное","06.2018"
7456029785,"активное","07.12.2015"
7456030364,"активное","26.01.2016"
7456031329,"активное","08.04.2016"
7456033573,"активное","15.09.2016"
7456033693,"активное","23.09.2016"
7456034640,"активное","01.12.2016"
7456036704,"активное","29.05.2017"
7457003973,"активное","15.05.2014"
7457006452,"активное","30.12.2015"
7457007230,"активное","04.10.2016"
7457008121,"активное","28.07.2017"
7457009157,"активное","12.07.2018"
7458000598,"ликвидированное","09.2014"
7458001739,"активное","06.11.2014"
7458001873,"активное","28.01.2015"
7458001922,"активное","19.02.2015"
7458002235,"активное","07.08.2015"
7458003020,"активное","30.03.2017"
7458003101,"активное","02.05.2017"
7459004620,"активное","12.02.2016"
7459005831,"активное","09.11.2017"
7460001133,"ликвидированное","08.2017"
7460001334,"активное","05.04.2012"
7460003540,"активное","15.08.2012"
7460010089,"активное","09.08.2013"
7460010850,"ликвидированное","01.2019"
7460011815,"ликвидированное","08.2019"
7460013555,"активное","05.02.2014"
7460014380,"ликвидированное","07.2019"
7460017398,"активное","23.09.2014"
7460018289,"активное","14.11.2014"
7460020288,"ликвидированное","12.2018"
7460024719,"активное","03.12.2015"
7460025053,"активное","25.12.2015"
7460025060,"активное","25.12.2015"
7460028826,"активное","15.08.2016"
7460029361,"ликвидированное","04.2019"
7460031378,"активное","29.11.2016"
7513005695,"активное","19.05.2006"
7515007747,"ликвидированное","09.2018"
7524013240,"активное","15.05.2006"
7524016579,"активное","25.01.2011"
7527007011,"ликвидированное","10.2013"
7529011630,"ликвидированное","05.2017"
7530012773,"ликвидированное","11.2019"
7530014178,"активное","24.03.2015"
7530014724,"активное","16.05.2017"
7531001654,"активное","12.08.2002"
7533001265,"активное","06.09.2018"
7536006455,"активное","31.12.2002"
7536054427,"активное","11.03.2004"
7536054868,"ликвидированное","03.2017"
7536057040,"активное","02.12.2004"
7536057724,"ликвидированное","11.2018"
7536079407,"активное","09.03.2007"
7536089349,"ликвидированное","03.2018"
7536100264,"ликвидированное","07.2019"
7536100842,"ликвидированное","06.2015"
7536101557,"ликвидированное","04.2018"
7536110223,"активное","06.05.2010"
7536113457,"активное","20.09.2010"
7536117250,"ликвидированное","04.2015"
7536117726,"активное","04.04.2011"
